BowlerName,OverNo,Dot,1,2,3,4,5,6,Wickets,TotalBalls
CH Gayle,3,7,9,0,0,2,0,0,0,18
CH Gayle,4,16,10,2,2,7,0,1,1,39
CH Gayle,5,10,8,0,0,4,0,3,0,25
CH Gayle,6,7,2,1,0,3,0,0,0,13
CH Gayle,7,4,9,1,0,3,0,1,0,18
CH Gayle,8,21,26,3,0,0,0,2,2,54
CH Gayle,9,5,11,1,0,1,0,1,0,19
CH Gayle,10,15,22,2,0,1,0,2,2,44
CH Gayle,11,14,20,1,1,2,0,1,0,39
CH Gayle,12,18,18,1,0,6,0,2,0,45
CH Gayle,13,13,21,5,0,2,0,1,0,42
CH Gayle,14,6,15,1,0,2,0,1,3,28
CH Gayle,15,15,22,1,0,4,0,2,1,45
CH Gayle,16,3,8,0,0,0,0,1,0,12
CH Gayle,17,13,12,1,0,3,0,4,0,33
CH Gayle,18,14,15,2,0,0,0,2,2,35
CH Gayle,19,15,10,4,1,6,0,3,6,45
MM Sharma,1,95,41,8,1,29,0,5,8,187
MM Sharma,2,55,32,5,2,25,0,5,2,126
MM Sharma,3,55,52,5,0,31,0,3,3,149
MM Sharma,4,71,34,6,0,22,0,7,13,153
MM Sharma,5,68,38,16,2,18,0,8,8,158
MM Sharma,6,33,27,5,0,9,0,1,2,77
MM Sharma,7,35,35,2,0,6,0,1,1,80
MM Sharma,8,15,18,3,0,5,0,1,3,45
MM Sharma,9,11,10,3,0,6,0,1,1,32
MM Sharma,10,7,10,4,0,2,0,1,2,26
MM Sharma,11,6,12,1,0,4,0,1,1,25
MM Sharma,12,18,21,7,1,8,0,1,2,58
MM Sharma,13,10,22,2,0,2,0,1,2,39
MM Sharma,14,21,39,6,0,11,0,1,3,81
MM Sharma,15,8,21,7,0,1,0,2,1,40
MM Sharma,16,16,52,8,1,11,0,5,6,99
MM Sharma,17,24,45,11,0,25,0,11,10,126
MM Sharma,18,67,64,14,0,18,0,12,17,192
MM Sharma,19,42,37,8,1,11,0,15,12,126
MJ McClenaghan,1,93,38,1,1,21,0,3,9,166
MJ McClenaghan,2,54,31,2,1,27,0,12,1,128
MJ McClenaghan,3,51,32,6,1,16,0,5,7,118
MJ McClenaghan,4,22,15,3,0,7,0,3,4,54
MJ McClenaghan,5,42,22,6,0,15,0,3,6,94
MJ McClenaghan,6,7,6,0,0,5,0,1,0,19
MJ McClenaghan,7,1,2,0,0,3,0,0,0,6
MJ McClenaghan,8,9,11,2,0,3,0,0,1,26
MJ McClenaghan,9,2,2,0,0,1,0,1,0,6
MJ McClenaghan,10,13,8,4,0,4,0,2,1,32
MJ McClenaghan,11,6,11,4,0,4,0,0,0,25
MJ McClenaghan,12,10,7,0,0,6,0,1,0,24
MJ McClenaghan,13,19,15,3,0,7,0,1,1,46
MJ McClenaghan,14,36,27,4,0,9,0,5,6,87
MJ McClenaghan,15,26,34,9,0,7,0,2,6,84
MJ McClenaghan,16,17,23,9,0,6,0,2,4,61
MJ McClenaghan,17,45,52,6,0,15,0,14,12,144
MJ McClenaghan,18,42,28,5,0,6,0,5,6,92
MJ McClenaghan,19,20,12,2,0,5,0,8,6,53
SL Malinga,1,151,65,6,0,26,0,2,12,262
SL Malinga,2,109,46,12,1,32,1,1,2,204
SL Malinga,3,66,34,5,0,19,0,8,3,135
SL Malinga,4,95,66,8,1,28,0,4,5,207
SL Malinga,5,104,44,7,0,23,0,4,6,188
SL Malinga,6,12,3,0,0,3,0,0,1,19
SL Malinga,7,22,14,3,0,7,0,3,0,49
SL Malinga,8,11,4,1,0,3,0,1,1,21
SL Malinga,9,18,18,4,0,2,0,1,2,45
SL Malinga,10,27,25,8,0,10,0,1,1,72
SL Malinga,11,33,34,7,0,6,0,2,4,86
SL Malinga,12,51,66,6,0,11,0,6,9,149
SL Malinga,13,40,46,7,1,15,0,1,3,113
SL Malinga,14,40,47,9,0,6,0,1,5,108
SL Malinga,15,79,83,15,0,23,0,9,18,227
SL Malinga,16,78,105,24,1,27,0,5,14,254
SL Malinga,17,110,102,20,0,20,0,10,29,291
SL Malinga,18,112,125,20,1,21,0,14,36,329
SL Malinga,19,64,60,20,1,13,0,12,25,195
KMA Paul,1,0,0,0,0,0,0,0,0,0
KMA Paul,2,0,0,0,0,0,0,0,0,0
KMA Paul,3,0,0,0,0,0,0,0,0,0
KMA Paul,4,0,0,0,0,0,0,0,0,0
KMA Paul,5,2,3,0,0,0,0,2,0,7
KMA Paul,6,0,4,1,0,1,0,1,0,7
KMA Paul,7,11,9,0,0,2,0,0,0,22
KMA Paul,8,5,6,0,0,2,0,0,0,13
KMA Paul,9,1,10,2,0,0,0,0,1,14
KMA Paul,10,7,4,0,0,1,0,0,1,13
KMA Paul,11,9,7,0,0,1,0,3,1,21
KMA Paul,12,6,6,0,0,1,0,0,0,13
KMA Paul,13,4,8,1,0,0,0,0,1,14
KMA Paul,14,1,3,0,0,2,0,0,1,7
KMA Paul,15,5,8,0,0,0,0,0,1,14
KMA Paul,16,0,0,0,0,0,0,0,0,0
KMA Paul,17,8,7,2,0,7,0,1,0,25
KMA Paul,18,0,1,0,0,0,0,0,0,1
KMA Paul,19,8,3,1,1,1,0,1,4,19
SE Rutherford,1,0,0,0,0,0,0,0,0,0
SE Rutherford,2,0,0,0,0,0,0,0,0,0
SE Rutherford,3,0,0,0,0,0,0,0,0,0
SE Rutherford,4,0,0,0,0,0,0,0,0,0
SE Rutherford,5,0,0,0,0,0,0,0,0,0
SE Rutherford,6,0,0,0,0,0,0,0,0,0
SE Rutherford,7,0,0,0,0,0,0,0,0,0
SE Rutherford,8,0,0,0,0,0,0,0,0,0
SE Rutherford,9,0,0,0,0,0,0,0,0,0
SE Rutherford,10,2,10,1,0,0,0,0,0,13
SE Rutherford,11,4,6,1,0,3,0,0,1,15
SE Rutherford,12,2,4,0,0,0,0,1,0,7
SE Rutherford,13,0,0,0,0,0,0,0,0,0
SE Rutherford,14,2,2,2,0,1,0,0,0,7
SE Rutherford,15,0,0,0,0,0,0,0,0,0
SE Rutherford,16,0,0,0,0,0,0,0,0,0
SE Rutherford,17,0,0,0,0,0,0,0,0,0
SE Rutherford,18,3,2,0,0,0,0,0,0,5
HF Gurney,1,12,5,2,0,0,0,0,0,19
HF Gurney,2,0,4,1,0,1,0,0,0,6
HF Gurney,3,7,4,0,0,1,0,0,2,14
HF Gurney,4,4,3,0,0,0,0,0,0,7
HF Gurney,5,1,5,3,0,2,0,1,0,12
HF Gurney,6,0,0,0,0,0,0,0,0,0
HF Gurney,7,0,0,0,0,0,0,0,0,0
HF Gurney,8,0,0,0,0,0,0,0,0,0
HF Gurney,9,4,7,0,0,1,0,0,0,12
HF Gurney,10,0,0,0,0,0,0,0,0,0
HF Gurney,11,5,7,0,0,0,0,1,1,14
HF Gurney,12,1,3,0,0,1,0,1,0,6
HF Gurney,13,0,0,0,0,0,0,0,0,0
HF Gurney,14,0,6,3,0,3,0,0,0,12
HF Gurney,15,3,3,0,0,0,0,0,1,7
HF Gurney,16,3,5,1,0,4,0,1,0,14
HF Gurney,17,6,4,0,0,1,0,1,2,14
HF Gurney,18,0,2,1,0,3,0,0,0,6
HF Gurney,19,3,4,3,0,6,0,2,1,19
K Khejroliya,1,0,0,0,0,0,0,0,0,0
K Khejroliya,2,5,3,0,0,2,0,2,0,12
K Khejroliya,3,0,0,0,0,0,0,0,0,0
K Khejroliya,4,2,2,0,0,1,0,1,0,6
K Khejroliya,5,0,0,0,0,0,0,0,0,0
K Khejroliya,6,3,6,0,0,2,0,1,0,12
K Khejroliya,7,2,3,0,0,0,0,1,0,6
K Khejroliya,8,7,5,1,0,0,0,0,0,13
K Khejroliya,9,0,0,0,0,0,0,0,0,0
K Khejroliya,10,0,0,0,0,0,0,0,0,0
K Khejroliya,11,2,2,1,0,1,0,1,0,7
K Khejroliya,12,7,6,1,0,0,0,0,1,15
K Khejroliya,13,0,0,0,0,0,0,0,0,0
K Khejroliya,14,4,5,0,0,2,0,2,1,14
K Khejroliya,15,0,0,0,0,0,0,0,0,0
K Khejroliya,16,0,0,0,0,0,0,0,0,0
K Khejroliya,17,2,7,1,0,0,0,2,1,13
K Khejroliya,18,1,4,0,0,1,0,0,0,6
C de Grandhomme,1,9,3,0,0,2,0,0,0,14
C de Grandhomme,2,0,0,0,0,0,0,0,0,0
C de Grandhomme,3,0,0,0,0,0,0,0,0,0
C de Grandhomme,4,0,0,0,0,0,0,0,0,0
C de Grandhomme,5,0,0,0,0,0,0,0,0,0
C de Grandhomme,6,4,7,0,0,1,0,0,0,12
C de Grandhomme,7,9,6,1,0,2,0,0,1,19
C de Grandhomme,8,6,5,1,0,1,0,0,1,14
C de Grandhomme,9,9,24,4,0,5,0,2,2,46
C de Grandhomme,10,6,6,0,0,1,0,0,0,13
C de Grandhomme,11,11,14,3,0,1,0,3,2,34
C de Grandhomme,12,5,17,4,0,1,0,3,1,31
C de Grandhomme,13,9,4,0,0,1,0,1,0,15
C de Grandhomme,14,5,12,1,0,5,0,2,0,25
C de Grandhomme,15,1,1,1,0,2,0,1,0,6
C de Grandhomme,16,1,5,0,0,0,0,0,0,6
C de Grandhomme,17,0,0,0,0,0,0,0,0,0
C de Grandhomme,18,0,0,0,0,0,0,0,0,0
C de Grandhomme,19,0,1,0,0,0,0,1,0,2
O Thomas,1,5,4,0,1,2,0,0,0,12
O Thomas,2,2,1,0,0,3,0,0,0,6
O Thomas,3,3,1,0,0,2,0,0,0,6
O Thomas,4,5,1,0,0,1,0,0,2,9
O Thomas,5,1,3,0,1,1,0,0,0,6
O Thomas,6,0,0,0,0,0,0,0,0,0
O Thomas,7,0,0,0,0,0,0,0,0,0
O Thomas,8,0,0,0,0,0,0,0,0,0
O Thomas,9,0,0,0,0,0,0,0,0,0
O Thomas,10,0,0,0,0,0,0,0,0,0
O Thomas,11,0,0,0,0,0,0,0,0,0
O Thomas,12,4,8,0,0,0,0,0,1,13
O Thomas,13,0,0,0,0,0,0,0,0,0
O Thomas,14,0,0,0,0,0,0,0,0,0
O Thomas,15,0,0,0,0,0,0,0,0,0
O Thomas,16,1,5,0,0,0,0,1,1,8
O Thomas,17,3,3,1,0,0,0,0,1,8
IS Sodhi,1,0,0,0,0,0,0,0,0,0
IS Sodhi,2,0,0,0,0,0,0,0,0,0
IS Sodhi,3,6,0,0,0,0,0,0,2,8
IS Sodhi,4,0,0,0,0,0,0,0,0,0
IS Sodhi,5,2,1,0,0,1,0,2,0,6
IS Sodhi,6,14,18,1,0,2,0,1,0,36
IS Sodhi,7,1,3,0,0,2,0,0,0,6
IS Sodhi,8,12,17,4,0,1,0,2,3,39
IS Sodhi,9,1,3,2,0,0,0,0,0,6
IS Sodhi,10,6,10,2,0,0,0,0,0,18
IS Sodhi,11,1,3,1,0,1,0,0,1,7
IS Sodhi,12,2,7,2,1,0,0,0,1,13
IS Sodhi,13,7,7,3,0,0,0,2,1,20
IS Sodhi,14,11,9,2,0,2,0,0,1,25
IS Sodhi,15,4,2,0,0,0,0,0,0,6
IS Sodhi,16,0,0,0,0,0,0,1,0,1
STR Binny,1,11,4,0,0,3,0,0,2,20
STR Binny,2,8,5,1,0,2,0,3,1,20
STR Binny,3,7,6,3,0,2,0,1,1,20
STR Binny,4,0,0,0,0,0,0,0,0,0
STR Binny,5,8,2,0,0,2,0,0,1,13
STR Binny,6,14,24,3,0,7,0,0,2,50
STR Binny,7,17,23,3,0,4,0,2,3,52
STR Binny,8,15,15,2,0,0,0,0,1,33
STR Binny,9,16,18,3,0,5,0,0,0,42
STR Binny,10,13,13,3,1,6,0,1,1,38
STR Binny,11,22,34,7,0,5,0,1,2,71
STR Binny,12,4,10,1,0,9,0,1,0,25
STR Binny,13,27,21,5,0,9,0,2,6,70
STR Binny,14,11,9,3,0,1,0,0,2,26
STR Binny,15,6,8,2,1,1,0,1,0,19
STR Binny,16,1,3,1,0,0,0,1,1,7
STR Binny,17,3,9,2,0,4,0,0,2,20
STR Binny,18,0,4,0,0,1,0,1,0,6
STR Binny,19,1,7,3,0,1,0,0,0,12
BB Sran,1,34,15,9,1,13,1,2,2,77
BB Sran,2,5,8,1,0,3,0,2,0,19
BB Sran,3,26,7,2,0,9,0,2,2,48
BB Sran,4,23,7,5,0,13,0,2,1,51
BB Sran,5,13,7,1,0,4,0,0,0,25
BB Sran,6,6,5,3,0,0,0,0,0,14
BB Sran,7,5,5,0,0,4,0,4,0,18
BB Sran,8,2,5,0,1,3,0,1,0,12
BB Sran,9,0,0,0,0,0,0,0,0,0
BB Sran,10,15,13,1,0,4,0,3,1,37
BB Sran,11,0,5,0,0,1,0,0,0,6
BB Sran,12,9,6,4,0,1,0,2,1,23
BB Sran,13,10,6,1,0,0,0,1,3,21
BB Sran,14,15,25,4,0,4,0,4,2,54
BB Sran,15,9,6,3,0,2,0,1,0,21
BB Sran,16,7,7,1,0,4,0,3,3,25
BB Sran,17,8,21,2,0,3,0,0,1,35
BB Sran,18,4,9,0,0,0,0,0,2,15
BB Sran,19,1,2,0,0,2,0,1,1,7
S Lamichhane,1,13,2,1,0,1,0,1,1,19
S Lamichhane,2,6,5,1,0,5,0,1,1,19
S Lamichhane,3,7,4,1,0,5,0,1,2,20
S Lamichhane,4,0,0,0,0,0,0,0,0,0
S Lamichhane,5,0,0,0,0,0,0,0,0,0
S Lamichhane,6,3,8,0,0,1,0,0,0,12
S Lamichhane,7,0,0,0,0,0,0,0,0,0
S Lamichhane,8,3,1,2,0,0,0,0,0,6
S Lamichhane,9,6,9,1,0,1,0,1,3,21
S Lamichhane,10,0,11,0,0,0,0,1,0,12
S Lamichhane,11,6,17,0,0,2,0,5,0,30
S Lamichhane,12,5,0,0,0,0,0,1,2,8
S Lamichhane,13,6,6,0,0,0,0,0,2,14
S Lamichhane,14,5,4,0,0,2,0,1,1,13
S Lamichhane,15,9,10,3,0,1,0,2,1,26
S Lamichhane,16,0,3,0,0,1,0,2,0,6
CR Brathwaite,1,2,3,0,0,1,0,0,0,6
CR Brathwaite,2,0,0,0,0,0,0,0,0,0
CR Brathwaite,3,0,0,0,0,0,0,0,0,0
CR Brathwaite,4,0,0,0,0,0,0,0,0,0
CR Brathwaite,5,4,4,1,0,3,0,0,1,13
CR Brathwaite,6,9,4,0,0,0,0,0,0,13
CR Brathwaite,7,6,12,1,0,4,0,1,1,25
CR Brathwaite,8,7,4,0,0,1,0,1,0,13
CR Brathwaite,9,7,19,4,0,3,0,1,1,35
CR Brathwaite,10,4,2,0,0,0,0,0,1,7
CR Brathwaite,11,11,20,2,0,4,0,2,2,41
CR Brathwaite,12,5,10,1,0,2,0,0,1,19
CR Brathwaite,13,6,10,1,0,6,0,3,2,28
CR Brathwaite,14,5,5,0,0,2,0,0,0,12
CR Brathwaite,15,3,6,1,0,1,0,1,1,13
CR Brathwaite,16,6,7,2,0,3,0,1,2,21
CR Brathwaite,17,0,2,0,0,3,0,1,1,7
CR Brathwaite,18,2,1,0,0,1,0,0,0,4
CR Brathwaite,19,8,3,2,0,2,0,1,3,19
Y Prithvi Raj,1,3,1,0,0,2,0,1,0,7
Y Prithvi Raj,2,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,3,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,4,1,1,1,0,2,0,1,0,6
Y Prithvi Raj,5,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,6,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,7,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,8,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,9,3,2,0,0,2,0,0,0,7
Y Prithvi Raj,10,1,5,0,0,0,0,0,0,6
Y Prithvi Raj,11,0,0,0,0,0,0,0,0,0
Y Prithvi Raj,12,3,2,1,1,0,0,0,1,8
GC Viljoen,1,0,0,0,0,0,0,0,0,0
GC Viljoen,2,0,0,0,0,0,0,0,0,0
GC Viljoen,3,7,7,2,0,2,0,1,2,21
GC Viljoen,4,4,0,0,0,2,0,0,0,6
GC Viljoen,5,2,6,0,1,3,0,0,1,13
GC Viljoen,6,0,0,0,0,0,0,0,0,0
GC Viljoen,7,4,0,1,0,1,0,0,1,7
GC Viljoen,8,2,4,0,0,0,0,0,1,7
GC Viljoen,9,5,2,0,0,0,0,0,0,7
GC Viljoen,10,4,2,0,0,0,0,0,0,6
GC Viljoen,11,0,0,0,0,0,0,0,0,0
GC Viljoen,12,8,7,3,0,2,0,0,0,20
GC Viljoen,13,3,4,2,0,3,0,1,1,14
GC Viljoen,14,1,3,2,0,0,0,0,0,6
GC Viljoen,15,6,5,0,0,2,0,0,1,14
GC Viljoen,16,1,3,1,0,1,0,0,0,6
GC Viljoen,17,5,3,1,0,4,0,1,0,14
GC Viljoen,18,3,0,0,0,3,0,0,1,7
GC Viljoen,19,0,1,0,0,2,0,3,0,6
P Negi,1,3,0,1,0,2,0,0,1,7
P Negi,2,1,3,3,0,5,0,0,1,13
P Negi,3,0,0,0,0,0,0,0,0,0
P Negi,4,3,1,0,0,1,0,1,0,6
